"","start_date","end_date","duration","date_recorded","response_id","work_area","work_area_other_explanation","work_area_merged","description_quality","description_opinion","benefits_quality","benefits_score","word"
"568","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"interface"
"569","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"agents"
"570","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"smart"
"571","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"phone"
"572","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"schedule"
"573","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"stuff"
"574","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"question"
"575","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"siri"
"576","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"cortana"
"577","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"check"
"578","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"stuff"
"579","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"load"
"580","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"device"
"581","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"benefit"
"582","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"linked"
"583","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"updated"
"584","8/1/2017 15:19","8/1/2017 15:32",765,"8/1/2017 15:32","R_1QhkPTQjMMu4rc6","Public Services (e.g., liaison, reference, access services)",NA,"Public Services (e.g., liaison, reference, access services)",1,0,1,1,"autonomously"
"585","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"additional"
"586","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"pathway"
"587","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"library"
"588","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"resources"
"589","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"1"
"590","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"creating"
"591","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"improved"
"592","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"user"
"593","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"experience"
"594","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"national"
"595","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"library"
"596","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"spain"
"597","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"http"
"598","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"www.bne.es"
"599","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"en"
"600","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"inicio"
"601","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"perfiles"
"602","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"bibliotecarios"
"603","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"datosenlazados"
"604","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"2"
"605","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"set"
"606","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"data"
"607","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"wider"
"608","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"range"
"609","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"talent"
"610","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"develop"
"611","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"sites"
"612","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"apps"
"613","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"sharing"
"614","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"collections"
"615","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"services"
"616","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"empowering"
"617","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"users"
"618","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"create"
"619","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"https"
"620","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"linkedjazz.org"
"621","8/1/2017 16:25","8/1/2017 16:30",308,"8/1/2017 16:30","R_3PG3TJ9HRE4vAK7","Technical Services and Metadata",NA,"Technical Services and Metadata",0,0,2,1,"time"
"622","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"means"
"623","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"humans"
"624","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"relationships"
"625","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"entities"
"626","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"understandable"
"627","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"computers"
"628","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"network"
"629","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"interconnected"
"630","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"move"
"631","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"connected"
"632","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"relationships"
"633","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"1"
"634","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"ability"
"635","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"similar"
"636","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"information"
"637","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"source"
"638","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"words"
"639","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"information"
"640","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"related"
"641","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"found"
"642","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"2"
"643","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"ability"
"644","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"connections"
"645","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"obvious"
"646","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"connections"
"647","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"concepts"
"648","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"ideas"
"649","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"subject"
"650","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"larger"
"651","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"interconnected"
"652","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"network"
"653","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"information"
"654","8/2/2017 11:32","8/2/2017 11:39",427,"8/2/2017 11:39","R_3hzsSggXmdHKz96","Technical Services and Metadata",NA,"Technical Services and Metadata",2,0,1,1,"na"
"655","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"essentially"
"656","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"web"
"657","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"link"
"658","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"link"
"659","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"meaning"
"660","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"specific"
"661","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"instance"
"662","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"link"
"663","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"form"
"664","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"web"
"665","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"page"
"666","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"person's"
"667","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"linkedin"
"668","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"profile"
"669","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"url"
"670","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"location"
"671","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"profile"
"672","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"linked"
"673","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"data"
"674","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"link"
"675","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"person"
"676","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"author"
"677","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"profile"
"678","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"unique"
"679","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"identifer"
"680","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"person"
"681","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"potentially"
"682","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"link"
"683","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"persons"
"684","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"profiles"
"685","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"identifier"
"686","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"disambiguation"
"687","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"people"
"688","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"concepts"
"689","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"i.e"
"690","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"mesh"
"691","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"terms"
"692","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"organizational"
"693","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"entities"
"694","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"objects"
"695","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"publication"
"696","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"principle"
"697","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"unique"
"698","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"identified"
"699","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"improved"
"700","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"search"
"701","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"linking"
"702","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"variations"
"703","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"content"
"704","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"single"
"705","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"identifier"
"706","8/3/2017 11:34","8/3/2017 11:43",562,"8/3/2017 11:43","R_2s7k8YZAek8j8c4","Other (please describe)","Research Data and Repositories","Digital Initiatives and Collections",4,0,2,1,"search"
